N,P,K,temperature,humidity,ph,rainfall,label_encoded
-0.7826810465993008,-1.337929213386776,0.31425117771758276,1.2099370631760897,-1.1875567185779712,1.5564072974488876,-0.6872838093014678,14
1.3342304864636736,0.8105474593083277,0.9854672854638759,1.5955389389366903,-1.4791958528066025,1.4817391171004697,1.4534447637003598,1
0.5465424741611715,0.8854943199837383,0.31425117771758276,-0.4108790919880451,0.09755063609575985,-1.5270138448937092,-0.6509422902283597,1
-0.5611437931392221,-0.5135137459572595,-1.2002877320689247,1.5764309365554796,1.0658825074838236,-1.5374173537881761,-0.43610227963637366,20
1.38346098723258,-0.08881486879659943,-1.0109703683456113,-0.6536301118682749,-0.11283888490662142,0.7579602680662957,1.6633493877143815,0
-0.4872980419858626,-1.7376458036556326,0.8649925994581309,-0.279513057240322,0.33758720019135546,-1.4300367396593743,0.09718326977893398,12
-1.0288335504438328,1.335175484036202,0.7273072440229938,-0.436511190610665,-0.8955832948533687,-0.6260599508366573,-1.6248258858913478,16
-0.4872980419858626,-0.23870859014742063,-0.2881222523111418,1.0805095938650766,-0.859227669083033,0.9384770736043062,-1.6056125846325917,6
-0.26576078852578383,-1.4128760740621866,-0.6839676491871608,0.8414226916013607,1.1859609711209602,0.7123846086167475,-0.657755724006556,17
0.8911559795435162,-1.2130177789277583,-0.42580760774627885,-0.4837566969581747,1.0513395773301866,0.3433524612507481,-1.4997183788769026,15
1.3096152360792204,-0.6384251804162772,-1.097023715492572,1.3571104686566013,1.3745958283188884,-0.47988298292575426,1.0535005049883113,12
1.1619237337725012,1.2602286233607913,0.7617285828817781,-0.38449548413715945,-0.8653328483766439,1.2719223875108634,1.6538132376392995,16
-0.3888370404480498,-0.9881771969015266,0.6756752357348175,0.5391449556436072,0.6739281462397028,-0.16935044558226897,0.993662928149135,14
-0.019608284681251923,-1.662698942980222,-1.4068157652216302,-1.2281482086463265,0.03162380866050006,-0.21813764447841294,-1.2845442636915518,16
-0.29037603891023706,0.6856360248493101,-0.8560743434810821,1.5991259802614421,-0.26722219890661303,1.3251667203636435,-1.372542327709552,19
0.3250052207010928,-0.46354917217365244,-0.8560743434810821,0.4613780475460978,-1.1079596862863947,-0.7670361167027051,-1.0083156516846588,19
-0.5611437931392221,-1.4628406478457936,-1.4240264346510223,-1.074753957006764,-1.5042299607564231,1.3105921943625467,0.2831582653309037,16
